"source_name"	"column_name"	"n_total"	"n_non_missing"	"n_missing"	"pct_non_missing"	"mean"	"sd"	"min"	"p05"	"p25"	"median"	"p75"	"p95"	"max"
"CLL_TREAT"	"Dead"	"595"	"595"	"0"	"100"	"0.467"	"0.499"	"0"	"0"	"0"	"0"	"1"	"1"	"1"
"CLL_TREAT"	"Excluded"	"595"	"595"	"0"	"100"	"0.467"	"1.221"	"0"	"0"	"0"	"0"	"0"	"4"	"6"
"CLL_TREAT"	"Age_diagnosis"	"595"	"595"	"0"	"100"	"68.076"	"11.272"	"34"	"48"	"61.5"	"68"	"76"	"86"	"93"
"CLL_TREAT"	"Smoking"	"595"	"511"	"84"	"85.88"	"0.677"	"0.741"	"0"	"0"	"0"	"1"	"1"	"2"	"2"
"CLL_TREAT"	"B2M"	"595"	"304"	"291"	"51.09"	"3.647"	"2.389"	"0.77979"	"1.71569875"	"2.28"	"3.005505"	"4.2777725"	"7.323616999999996"	"24.71"
"CLL_TREAT"	"Total_number_of_treatments"	"595"	"566"	"29"	"95.13"	"1.959"	"1.249"	"0"	"1"	"1"	"1.5"	"3"	"5"	"8"
"CLL_TREAT"	"Bivirkninger7"	"595"	"2"	"593"	"0.34"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"CLL_TREAT"	"DATE8LINE"	"595"	"1"	"594"	"0.17"	"43180"	""	"43180"	"43180"	"43180"	"43180"	"43180"	"43180"	"43180"
"CLL_TREAT"	"Bivirkninger8"	"595"	"1"	"594"	"0.17"	"1"	""	"1"	"1"	"1"	"1"	"1"	"1"	"1"
